sls_ord_num,sls_prd_key,sls_cust_id,sls_order_dt,sls_ship_dt,sls_due_dt,sls_sales,sls_quantity,sls_price
SO76720,BK-R50B-62,18307,20140208,20140216,20140221,1398,2,699
SO76721,BK-R50B-62,11908,20140205,20140215,20140220,2796,4,699
SO76722,LJ-0192-S,22087,20140210,20140216,20140221,45,5,9
SO76723,BK-M82S-44,23933,20140303,20140311,20140316,27,3,9
SO76724,BK-M82B-48,21971,20140302,20140309,20140314,13500,4,3375
SO76725,BK-R93R-48,20385,20140204,20140214,20140219,2796,4,699
SO76726,BK-R93R-62,14619,20140212,20140220,20140225,477,3,159
SO76727,ST-1401,15558,20140220,20140301,20140306,10125,3,3375
SO76728,BK-R93R-48,12911,20140213,20140219,20140224,795,5,159
SO76729,ST-1401,18750,20140210,20140218,20140223,36,4,9
SO76730,ST-1401,16949,20140322,20140329,20140403,3495,5,699
SO76731,SO-B909-M,20337,20140316,20140322,20140327,66,3,22
SO76732,SO-B909-M,12821,20140315,20140320,20140325,110,5,22
SO76733,BK-R50B-62,11288,20140303,20140311,20140316,13500,4,3375
SO76734,CA-1098,26807,20140202,20140207,20140212,27,3,9
SO76735,FE-6654,11115,20140208,20140217,20140222,45,5,9
SO76736,BK-M82S-44,25700,20140203,20140213,20140218,3375,1,3375
SO76737,BK-R93R-48,13863,20140322,20140401,20140406,17000,5,3400
SO76738,CA-1098,24244,20140305,20140310,20140315,9,1,9
SO76739,BK-R50B-62,26508,20140330,20140407,20140412,477,3,159
SO76740,SO-B909-M,12648,20140312,20140319,20140324,10734,3,3578
SO76741,SO-B909-M,17867,20140306,20140313,20140318,1720,5,344
SO76742,FE-6654,14544,20140221,20140303,20140308,477,3,159
SO76743,BK-M82S-44,22223,20140222,20140227,20140304,344,1,344
SO76744,BK-R50B-62,28526,20140302,20140307,20140312,1032,3,344
SO76745,CA-1098,14787,20140322,20140330,20140404,13600,4,3400
SO76746,ST-1401,27788,20140204,20140214,20140219,636,4,159
SO76747,BK-R93R-48,14235,20140228,20140310,20140315,6800,2,3400
SO76748,BK-R93R-62,12407,20140304,20140311,20140316,2796,4,699
SO76749,BK-R50B-62,26301,20140304,20140309,20140314,2097,3,699
SO76750,CA-1098,19131,20140213,20140221,20140226,318,2,159
SO76751,CA-1098,11110,20140323,20140331,20140405,18,2,9
SO76752,BK-M82S-44,17489,20140214,20140222,20140227,66,3,22
SO76753,BK-R93R-48,19940,20140305,20140312,20140317,477,3,159
SO76754,BK-R50B-62,13504,20140312,20140322,20140327,6800,2,3400
SO76755,CA-1098,22588,20140330,20140409,20140414,2796,4,699
SO76756,BK-R93R-62,16371,20140227,20140308,20140313,477,3,159
SO76757,BK-M82B-48,13042,20140202,20140208,20140213,3400,1,3400
SO76758,ST-1401,11146,20140307,20140312,20140317,44,2,22
SO76759,SO-B909-M,14793,20140320,20140325,20140330,110,5,22
SO76760,BK-M82S-44,25393,20140204,20140210,20140215,9,1,9
SO76761,BK-M82B-48,20137,20140320,20140326,20140331,3400,1,3400
SO76762,BK-R50B-62,28610,20140205,20140214,20140219,17890,5,3578
SO76763,FE-6654,28651,20140222,20140303,20140308,3578,1,3578
SO76764,SO-B909-M,11497,20140323,20140330,20140404,14312,4,3578
SO76765,BK-M82B-48,12374,20140326,20140401,20140406,1398,2,699
SO76766,BK-M82B-48,12752,20140221,20140303,20140308,36,4,9
SO76767,CA-1098,13546,20140309,20140317,20140322,344,1,344
SO76768,LJ-0192-S,15094,20140309,20140314,20140319,17890,5,3578
SO76769,CA-1098,15401,20140211,20140217,20140222,3578,1,3578
SO76770,BK-M82S-44,21292,20140216,20140222,20140227,9,1,9
SO76771,BK-R93R-48,17841,20140205,20140210,20140215,1398,2,699
SO76772,HL-U509,23417,20140212,20140222,20140227,636,4,159
SO76773,BK-M82S-44,26989,20140220,20140225,20140302,9,1,9
SO76774,BK-R50B-62,27443,20140306,20140312,20140317,6800,2,3400
SO76775,CA-1098,15959,20140223,20140304,20140309,795,5,159
SO76776,LJ-0192-S,12030,20140309,20140314,20140319,10734,3,3578
SO76777,BK-R50B-62,23458,20140309,20140319,20140324,1720,5,344
SO76778,ST-1401,28716,20140220,20140228,20140305,6750,2,3375
SO76779,SO-B909-M,27108,20140327,20140404,20140409,6800,2,3400
SO76780,CA-1098,22624,20140322,20140401,20140406,9,1,9
SO76781,BK-R93R-48,20412,20140320,20140325,20140330,9,1,9
SO76782,FE-6654,14771,20140207,20140212,20140217,2796,4,699
SO76783,BK-R93R-48,13815,20140207,20140212,20140217,6750,2,3375
SO76784,BK-M82B-48,17314,20140208,20140214,20140219,14312,4,3578
SO76785,FE-6654,23143,20140309,20140318,20140323,22,1,22
SO76786,BK-R93R-62,21549,20140322,20140331,20140405,36,4,9
SO76787,FE-6654,26803,20140304,20140311,20140316,14312,4,3578
SO76788,SO-B909-M,19047,20140325,20140331,20140405,1398,2,699
SO76789,FE-6654,13244,20140323,20140328,20140402,477,3,159
SO76790,SO-B909-M,28938,20140220,20140227,20140304,13600,4,3400
SO76791,BK-M82B-48,16586,20140306,20140315,20140320,699,1,699
SO76792,BK-R50B-62,24249,20140221,20140228,20140305,14312,4,3578
SO76793,BK-R93R-62,28132,20140217,20140227,20140304,88,4,22
SO76794,ST-1401,11069,20140313,20140321,20140326,636,4,159
SO76795,BK-M82B-48,19485,20140316,20140325,20140330,27,3,9
SO76796,CA-1098,16933,20140228,20140308,20140313,636,4,159
SO76797,BK-R93R-62,17408,20140219,20140228,20140305,159,1,159
SO76798,BK-R93R-62,20359,20140215,20140225,20140302,66,3,22
SO76799,BK-R93R-48,17751,20140329,20140405,20140410,2796,4,699
SO76800,BK-M82S-44,16079,20140305,20140315,20140320,110,5,22
SO76801,BK-R50B-62,19482,20140315,20140322,20140327,3495,5,699
SO76802,LJ-0192-S,18011,20140318,20140323,20140328,27,3,9
SO76803,BK-M82S-44,22878,20140315,20140322,20140327,45,5,9
SO76804,BK-R93R-62,11192,20140315,20140325,20140330,10734,3,3578
SO76805,HL-U509,24030,20140306,20140313,20140318,10125,3,3375
SO76806,ST-1401,16214,20140322,20140329,20140403,27,3,9
SO76807,LJ-0192-S,26813,20140222,20140227,20140304,344,1,344
SO76808,CA-1098,14289,20140213,20140219,20140224,10734,3,3578
SO76809,BK-R50B-62,26358,20140222,20140302,20140307,6800,2,3400
SO76810,BK-M82B-48,29160,20140218,20140224,20140301,2796,4,699
SO76811,BK-R50B-62,25044,20140304,20140309,20140314,45,5,9
SO76812,ST-1401,26904,20140307,20140313,20140318,88,4,22
SO76813,FE-6654,19726,20140204,20140209,20140214,699,1,699
SO76814,SO-B909-M,27465,20140309,20140318,20140323,688,2,344
SO76815,SO-B909-M,27134,20140312,20140320,20140325,9,1,9
SO76816,ST-1401,28581,20140211,20140216,20140221,18,2,9
SO76817,BK-R50B-62,13972,20140330,20140409,20140414,1032,3,344
SO76818,ST-1401,16158,20140219,20140226,20140303,6750,2,3375
SO76819,SO-B909-M,17332,20140212,20140220,20140225,66,3,22
SO76820,CA-1098,20476,20140209,20140216,20140221,110,5,22
SO76821,CA-1098,13592,20140315,20140324,20140329,14312,4,3578
SO76822,BK-M82S-44,25659,20140210,20140219,20140224,3495,5,699
SO76823,HL-U509,21504,20140328,20140404,20140409,10125,3,3375
SO76824,BK-R93R-62,24962,20140215,20140223,20140228,17000,5,3400
SO76825,BK-R50B-62,29425,20140217,20140227,20140304,636,4,159
SO76826,BK-R50B-62,14215,20140308,20140317,20140322,688,2,344
SO76827,LJ-0192-S,27257,20140313,20140321,20140326,17000,5,3400
SO76828,SO-B909-M,11473,20140225,20140303,20140308,2097,3,699
SO76829,CA-1098,27153,20140203,20140209,20140214,159,1,159
SO76830,BK-M82S-44,18389,20140202,20140211,20140216,44,2,22
SO76831,BK-R93R-62,16718,20140328,20140405,20140410,344,1,344
SO76832,LJ-0192-S,17107,20140329,20140404,20140409,22,1,22
SO76833,ST-1401,23869,20140321,20140327,20140401,159,1,159
SO76834,SO-B909-M,12157,20140131,20140207,20140212,22,1,22
SO76835,HL-U509,13031,20140301,20140309,20140314,1032,3,344
SO76836,BK-R93R-48,15941,20140314,20140320,20140325,159,1,159
SO76837,BK-M82S-44,20124,20140330,20140406,20140411,66,3,22
SO76838,SO-B909-M,27548,20140305,20140313,20140318,795,5,159
SO76839,CA-1098,24654,20140221,20140301,20140306,110,5,22
SO76840,BK-R50B-62,22599,20140306,20140316,20140321,3375,1,3375
SO76841,HL-U509,28709,20140205,20140212,20140217,477,3,159
SO76842,LJ-0192-S,13804,20140211,20140219,20140224,17000,5,3400
SO76843,BK-M82S-44,20603,20140220,20140226,20140303,17890,5,3578
SO76844,SO-B909-M,23044,20140322,20140401,20140406,10734,3,3578
SO76845,SO-B909-M,20436,20140209,20140218,20140223,22,1,22
SO76846,BK-M82S-44,25612,20140323,20140401,20140406,1720,5,344
SO76847,ST-1401,18000,20140215,20140221,20140226,318,2,159
SO76848,BK-M82B-48,22044,20140314,20140323,20140328,2796,4,699
SO76849,ST-1401,26849,20140223,20140228,20140305,1376,4,344
SO76850,HL-U509,20070,20140222,20140303,20140308,13500,4,3375
SO76851,BK-R93R-48,15136,20140221,20140301,20140306,13600,4,3400
SO76852,LJ-0192-S,26933,20140211,20140216,20140221,2796,4,699
SO76853,CA-1098,15142,20140212,20140219,20140224,1720,5,344
SO76854,BK-R50B-62,14072,20140325,20140403,20140408,10125,3,3375
SO76855,BK-R93R-62,26579,20140227,20140309,20140314,699,1,699
SO76856,BK-R50B-62,28386,20140302,20140311,20140316,6800,2,3400
SO76857,BK-M82B-48,27296,20140318,20140325,20140330,66,3,22
SO76858,ST-1401,11311,20140205,20140214,20140219,44,2,22
SO76859,ST-1401,26477,20140309,20140317,20140322,22,1,22
SO76860,BK-M82S-44,26793,20140215,20140224,20140301,1376,4,344
SO76861,BK-M82B-48,28835,20140226,20140304,20140309,7156,2,3578
SO76862,CA-1098,20472,20140315,20140321,20140326,159,1,159
SO76863,CA-1098,20946,20140219,20140228,20140305,159,1,159
SO76864,BK-R93R-62,22209,20140217,20140227,20140304,14312,4,3578
SO76865,SO-B909-M,28500,20140210,20140219,20140224,1032,3,344
SO76866,CA-1098,21353,20140328,20140405,20140410,6750,2,3375
SO76867,SO-B909-M,15793,20140315,20140321,20140326,699,1,699
SO76868,BK-R50B-62,25410,20140318,20140325,20140330,699,1,699
SO76869,CA-1098,22452,20140209,20140215,20140220,688,2,344
SO76870,BK-R93R-48,28113,20140224,20140301,20140306,9,1,9
SO76871,BK-R93R-62,18200,20140220,20140227,20140304,3495,5,699
SO76872,SO-B909-M,12789,20140211,20140216,20140221,9,1,9
SO76873,BK-R93R-62,27425,20140204,20140212,20140217,13600,4,3400
SO76874,CA-1098,18475,20140211,20140221,20140226,3400,1,3400
SO76875,ST-1401,14914,20140214,20140219,20140224,13600,4,3400
SO76876,BK-M82S-44,13620,20140309,20140314,20140319,44,2,22
SO76877,FE-6654,26785,20140324,20140330,20140404,66,3,22
SO76878,HL-U509,13616,20140315,20140320,20140325,344,1,344
SO76879,BK-M82B-48,25365,20140301,20140311,20140316,1398,2,699
SO76880,FE-6654,27061,20140216,20140226,20140303,22,1,22
SO76881,LJ-0192-S,24793,20140203,20140209,20140214,10200,3,3400
SO76882,BK-M82S-44,11632,20140211,20140216,20140221,795,5,159
SO76883,FE-6654,12152,20140316,20140326,20140331,318,2,159
SO76884,BK-R50B-62,23638,20140305,20140314,20140319,795,5,159
SO76885,CA-1098,22361,20140219,20140226,20140303,2796,4,699
SO76886,BK-R93R-48,21740,20140330,20140407,20140412,318,2,159
SO76887,BK-R93R-62,18869,20140315,20140323,20140328,688,2,344
SO76888,LJ-0192-S,22280,20140228,20140309,20140314,66,3,22
SO76889,BK-M82B-48,16670,20140320,20140325,20140330,22,1,22
SO76890,BK-R93R-62,27255,20140327,20140405,20140410,688,2,344
SO76891,BK-R93R-62,15533,20140203,20140208,20140213,10125,3,3375
SO76892,CA-1098,13469,20140323,20140329,20140403,159,1,159
SO76893,CA-1098,11872,20140227,20140309,20140314,699,1,699
SO76894,BK-R93R-48,12118,20140319,20140326,20140331,13600,4,3400
SO76895,BK-R93R-62,15355,20140302,20140309,20140314,2796,4,699
SO76896,BK-R93R-62,16415,20140308,20140316,20140321,3495,5,699
SO76897,SO-B909-M,26447,20140209,20140214,20140219,13600,4,3400
SO76898,BK-R50B-62,25849,20140310,20140320,20140325,10125,3,3375
SO76899,SO-B909-M,22549,20140321,20140330,20140404,2796,4,699
SO76900,SO-B909-M,21206,20140319,20140325,20140330,44,2,22
SO76901,BK-M82B-48,11687,20140302,20140312,20140317,10734,3,3578
SO76902,BK-R50B-62,18986,20140319,20140327,20140401,2796,4,699
SO76903,BK-R93R-48,28580,20140319,20140328,20140402,18,2,9
SO76904,BK-R93R-48,18478,20140218,20140226,20140303,688,2,344
SO76905,BK-M82S-44,27898,20140228,20140308,20140313,159,1,159
SO76906,BK-M82S-44,11194,20140209,20140214,20140219,17000,5,3400
SO76907,BK-R93R-48,20897,20140131,20140209,20140214,3578,1,3578
SO76908,LJ-0192-S,23711,20140323,20140402,20140407,10734,3,3578
SO76909,BK-R93R-62,17285,20140319,20140327,20140401,17000,5,3400
SO76910,HL-U509,19606,20140131,20140209,20140214,17890,5,3578
SO76911,FE-6654,26975,20140312,20140322,20140327,6750,2,3375
SO76912,BK-R93R-62,26370,20140303,20140313,20140318,13600,4,3400
SO76913,BK-M82B-48,14793,20140327,20140405,20140410,1376,4,344
SO76914,BK-R93R-48,15967,20140309,20140319,20140324,3578,1,3578
SO76915,BK-R93R-48,20561,20140129,20140205,20140210,13500,4,3375
SO76916,BK-M82S-44,20238,20140203,20140212,20140217,44,2,22
SO76917,SO-B909-M,25713,20140307,20140314,20140319,17890,5,3578
SO76918,BK-M82S-44,23641,20140308,20140315,20140320,688,2,344
SO76919,LJ-0192-S,15147,20140308,20140314,20140319,6800,2,3400
SO76920,BK-M82B-48,20934,20140322,20140330,20140404,13500,4,3375
SO76921,BK-M82B-48,18746,20140209,20140214,20140219,44,2,22
SO76922,CA-1098,27215,20140311,20140317,20140322,22,1,22
SO76923,BK-M82B-48,19245,20140202,20140210,20140215,3495,5,699
SO76924,LJ-0192-S,28657,20140306,20140314,20140319,17890,5,3578
SO76925,BK-R93R-62,26215,20140323,20140330,20140404,17000,5,3400
SO76926,BK-R93R-48,19490,20140205,20140215,20140220,10200,3,3400
SO76927,HL-U509,21624,20140326,20140401,20140406,13600,4,3400
SO76928,BK-R50B-62,20649,20140306,20140312,20140317,636,4,159
SO76929,BK-M82S-44,11932,20140203,20140209,20140214,22,1,22
SO76930,HL-U509,29170,20140315,20140321,20140326,477,3,159
SO76931,HL-U509,24111,20140301,20140309,20140314,45,5,9
SO76932,BK-R50B-62,28157,20140315,20140324,20140329,13600,4,3400
SO76933,BK-R50B-62,12819,20140210,20140218,20140223,10200,3,3400
SO76934,BK-R50B-62,21609,20140222,20140303,20140308,2796,4,699
SO76935,FE-6654,13974,20140321,20140331,20140405,795,5,159
SO76936,ST-1401,17620,20140320,20140325,20140330,1376,4,344
SO76937,BK-M82B-48,11514,20140324,20140401,20140406,795,5,159
SO76938,BK-R93R-48,16510,20140221,20140226,20140303,318,2,159
SO76939,CA-1098,25143,20140131,20140208,20140213,22,1,22
SO76940,BK-R50B-62,21829,20140218,20140226,20140303,10734,3,3578
SO76941,LJ-0192-S,18592,20140228,20140308,20140313,2097,3,699
SO76942,LJ-0192-S,26573,20140227,20140304,20140309,3578,1,3578
SO76943,CA-1098,27187,20140324,20140401,20140406,10200,3,3400
SO76944,LJ-0192-S,18954,20140227,20140309,20140314,9,1,9
SO76945,LJ-0192-S,27995,20140219,20140225,20140302,318,2,159
SO76946,SO-B909-M,20319,20140322,20140330,20140404,36,4,9
SO76947,ST-1401,28704,20140222,20140227,20140304,16875,5,3375
SO76948,FE-6654,23059,20140305,20140310,20140315,6800,2,3400
SO76949,CA-1098,16207,20140329,20140404,20140409,66,3,22
SO76950,BK-M82B-48,21060,20140227,20140308,20140313,1720,5,344
SO76951,BK-R93R-62,22400,20140217,20140225,20140302,44,2,22
SO76952,BK-R93R-48,28739,20140303,20140308,20140313,6750,2,3375
SO76953,BK-M82S-44,23785,20140307,20140314,20140319,1032,3,344
SO76954,CA-1098,23055,20140131,20140205,20140210,318,2,159
SO76955,BK-M82S-44,29305,20140210,20140216,20140221,36,4,9
SO76956,BK-R93R-48,26504,20140223,20140303,20140308,10125,3,3375
SO76957,SO-B909-M,19823,20140321,20140326,20140331,1032,3,344
SO76958,BK-M82B-48,13300,20140216,20140221,20140226,16875,5,3375
SO76959,BK-R50B-62,23848,20140308,20140317,20140322,45,5,9
SO76960,SO-B909-M,25393,20140317,20140324,20140329,45,5,9
SO76961,LJ-0192-S,27719,20140225,20140303,20140308,344,1,344
SO76962,CA-1098,12940,20140228,20140305,20140310,14312,4,3578
SO76963,BK-R93R-48,22485,20140219,20140301,20140306,27,3,9
SO76964,LJ-0192-S,16259,20140321,20140329,20140403,66,3,22
SO76965,BK-R50B-62,24447,20140206,20140214,20140219,10734,3,3578
SO76966,SO-B909-M,28990,20140202,20140211,20140216,44,2,22
SO76967,BK-M82S-44,17281,20140316,20140325,20140330,44,2,22
SO76968,BK-M82B-48,26565,20140203,20140210,20140215,6750,2,3375
SO76969,LJ-0192-S,12992,20140308,20140313,20140318,88,4,22
SO76970,CA-1098,18038,20140319,20140324,20140329,6800,2,3400
SO76971,LJ-0192-S,21724,20140226,20140307,20140312,344,1,344
SO76972,HL-U509,20936,20140302,20140310,20140315,10734,3,3578
SO76973,BK-R93R-48,17099,20140317,20140325,20140330,795,5,159
SO76974,BK-M82S-44,19490,20140301,20140311,20140316,1398,2,699
SO76975,ST-1401,24895,20140207,20140214,20140219,3400,1,3400
SO76976,CA-1098,23329,20140214,20140222,20140227,2097,3,699
SO76977,HL-U509,12355,20140317,20140327,20140401,13600,4,3400
SO76978,BK-R93R-62,12355,20140306,20140315,20140320,27,3,9
SO76979,CA-1098,18436,20140313,20140321,20140326,18,2,9
SO76980,ST-1401,14845,20140313,20140323,20140328,2097,3,699
SO76981,ST-1401,17436,20140207,20140212,20140217,16875,5,3375
SO76982,BK-M82B-48,22287,20140220,20140228,20140305,66,3,22
SO76983,BK-R93R-62,18258,20140308,20140317,20140322,22,1,22
SO76984,ST-1401,28779,20140324,20140401,20140406,13600,4,3400
SO76985,ST-1401,16071,20140309,20140314,20140319,44,2,22
SO76986,FE-6654,22795,20140330,20140408,20140413,13600,4,3400
SO76987,BK-R50B-62,16771,20140217,20140226,20140303,44,2,22
SO76988,FE-6654,13813,20140129,20140206,20140211,159,1,159
SO76989,HL-U509,15974,20140203,20140209,20140214,1032,3,344
SO76990,BK-R93R-48,13527,20140311,20140320,20140325,13600,4,3400
SO76991,LJ-0192-S,27304,20140209,20140219,20140224,3375,1,3375
SO76992,BK-R93R-48,26709,20140301,20140306,20140311,1032,3,344
SO76993,BK-R50B-62,17854,20140310,20140318,20140323,636,4,159
SO76994,BK-R93R-48,13431,20140213,20140218,20140223,3495,5,699
SO76995,BK-R93R-62,18396,20140307,20140316,20140321,477,3,159
SO76996,BK-M82B-48,22290,20140328,20140403,20140408,699,1,699
SO76997,BK-R50B-62,14475,20140131,20140205,20140210,18,2,9
SO76998,ST-1401,13366,20140222,20140304,20140309,1032,3,344
SO76999,BK-M82B-48,28742,20140309,20140316,20140321,3578,1,3578
SO77000,ST-1401,16936,20140215,20140225,20140302,17000,5,3400
SO77001,LJ-0192-S,25238,20140308,20140318,20140323,3495,5,699
SO77002,BK-R50B-62,24900,20140204,20140211,20140216,10200,3,3400
SO77003,HL-U509,21678,20140227,20140306,20140311,699,1,699
SO77004,SO-B909-M,15804,20140303,20140311,20140316,3375,1,3375
SO77005,BK-R93R-62,21185,20140203,20140208,20140213,13600,4,3400
SO77006,SO-B909-M,27417,20140312,20140318,20140323,688,2,344
SO77007,BK-R50B-62,14547,20140327,20140404,20140409,795,5,159
SO77008,SO-B909-M,17865,20140330,20140407,20140412,13600,4,3400
SO77009,SO-B909-M,21068,20140221,20140227,20140304,17000,5,3400
SO77010,SO-B909-M,14739,20140303,20140310,20140315,3400,1,3400
SO77011,ST-1401,11159,20140202,20140211,20140216,17000,5,3400
SO77012,BK-M82S-44,28431,20140215,20140223,20140228,3375,1,3375
SO77013,FE-6654,28399,20140305,20140313,20140318,3375,1,3375
SO77014,BK-R50B-62,12003,20140205,20140213,20140218,1376,4,344
SO77015,BK-R93R-62,29471,20140317,20140325,20140330,13600,4,3400
SO77016,CA-1098,16376,20140327,20140403,20140408,477,3,159
SO77017,BK-R50B-62,19638,20140205,20140215,20140220,636,4,159
SO77018,FE-6654,26928,20140205,20140211,20140216,22,1,22
SO77019,FE-6654,14499,20140315,20140322,20140327,636,4,159
SO77020,BK-R93R-48,12887,20140226,20140308,20140313,318,2,159
SO77021,ST-1401,17835,20140222,20140227,20140304,16875,5,3375
SO77022,HL-U509,26122,20140227,20140304,20140309,2796,4,699
SO77023,BK-M82S-44,24311,20140301,20140308,20140313,13500,4,3375
SO77024,BK-R50B-62,28280,20140325,20140401,20140406,795,5,159
SO77025,HL-U509,25225,20140217,20140226,20140303,1376,4,344
SO77026,SO-B909-M,12107,20140202,20140208,20140213,66,3,22
SO77027,HL-U509,29122,20140209,20140219,20140224,2796,4,699
SO77028,FE-6654,16627,20140129,20140205,20140210,10125,3,3375
SO77029,BK-M82B-48,24247,20140218,20140224,20140301,36,4,9
SO77030,HL-U509,20030,20140305,20140315,20140320,17890,5,3578
SO77031,CA-1098,11079,20140208,20140216,20140221,13500,4,3375
SO77032,BK-R93R-48,12047,20140303,20140309,20140314,3578,1,3578
SO77033,BK-M82B-48,26690,20140216,20140225,20140302,110,5,22
SO77034,BK-R93R-62,20723,20140324,20140330,20140404,699,1,699
SO77035,SO-B909-M,18731,20140311,20140317,20140322,2796,4,699
SO77036,CA-1098,20299,20140328,20140405,20140410,344,1,344
SO77037,BK-M82B-48,20134,20140315,20140324,20140329,3375,1,3375
SO77038,BK-M82B-48,26062,20140329,20140408,20140413,16875,5,3375
SO77039,ST-1401,11627,20140322,20140329,20140403,477,3,159
SO77040,SO-B909-M,13569,20140223,20140303,20140308,699,1,699
SO77041,HL-U509,23518,20140205,20140212,20140217,6800,2,3400
SO77042,BK-R50B-62,19139,20140319,20140327,20140401,2796,4,699
SO77043,BK-R50B-62,11303,20140302,20140310,20140315,699,1,699
SO77044,SO-B909-M,12064,20140227,20140309,20140314,477,3,159
SO77045,CA-1098,13441,20140315,20140322,20140327,3495,5,699
SO77046,FE-6654,17477,20140129,20140203,20140208,27,3,9
SO77047,BK-M82S-44,22414,20140307,20140315,20140320,795,5,159
SO77048,BK-M82B-48,25528,20140303,20140308,20140313,6750,2,3375
SO77049,BK-M82S-44,26495,20140215,20140220,20140225,6800,2,3400
SO77050,LJ-0192-S,14998,20140318,20140324,20140329,3375,1,3375
SO77051,BK-R50B-62,15373,20140324,20140331,20140405,36,4,9
SO77052,BK-M82B-48,13023,20140210,20140220,20140225,688,2,344
SO77053,ST-1401,21598,20140129,20140205,20140210,3578,1,3578
SO77054,CA-1098,23938,20140222,20140303,20140308,1376,4,344
SO77055,LJ-0192-S,22024,20140228,20140309,20140314,36,4,9
SO77056,SO-B909-M,20412,20140303,20140310,20140315,477,3,159
SO77057,SO-B909-M,16904,20140203,20140208,20140213,13600,4,3400
SO77058,BK-M82B-48,27040,20140305,20140312,20140317,3578,1,3578
SO77059,CA-1098,18158,20140224,20140303,20140308,699,1,699
SO77060,BK-M82B-48,28351,20140213,20140223,20140228,3400,1,3400
SO77061,CA-1098,18646,20140311,20140317,20140322,66,3,22
SO77062,BK-M82S-44,11775,20140228,20140309,20140314,3578,1,3578
SO77063,BK-R93R-48,26123,20140312,20140322,20140327,10200,3,3400
SO77064,BK-M82S-44,26509,20140324,20140331,20140405,16875,5,3375
SO77065,BK-R50B-62,16964,20140227,20140308,20140313,10734,3,3578
SO77066,ST-1401,13310,20140330,20140405,20140410,318,2,159
SO77067,ST-1401,27216,20140309,20140317,20140322,17000,5,3400
SO77068,BK-R93R-62,11115,20140204,20140212,20140217,27,3,9
SO77069,LJ-0192-S,17864,20140217,20140223,20140228,45,5,9
SO77070,BK-R93R-48,28938,20140225,20140306,20140311,1376,4,344
SO77071,HL-U509,21924,20140224,20140301,20140306,636,4,159
SO77072,ST-1401,22828,20140330,20140408,20140413,110,5,22
SO77073,SO-B909-M,19029,20140225,20140302,20140307,1720,5,344
SO77074,BK-M82B-48,29340,20140312,20140318,20140323,9,1,9
SO77075,BK-M82B-48,15101,20140307,20140314,20140319,6800,2,3400
SO77076,ST-1401,20315,20140306,20140311,20140316,17000,5,3400
SO77077,LJ-0192-S,15526,20140208,20140215,20140220,2097,3,699
SO77078,BK-M82S-44,28637,20140301,20140311,20140316,1398,2,699
SO77079,HL-U509,14480,20140210,20140215,20140220,14312,4,3578
SO77080,BK-M82B-48,11083,20140311,20140316,20140321,14312,4,3578
SO77081,BK-M82S-44,15108,20140309,20140315,20140320,3578,1,3578
SO77082,ST-1401,22258,20140321,20140329,20140403,13500,4,3375
SO77083,BK-R93R-62,28819,20140208,20140215,20140220,13600,4,3400
SO77084,HL-U509,11685,20140203,20140213,20140218,1720,5,344
SO77085,SO-B909-M,24544,20140203,20140210,20140215,159,1,159
SO77086,BK-R93R-62,26373,20140320,20140330,20140404,688,2,344
SO77087,BK-R93R-62,20824,20140219,20140224,20140301,2097,3,699
SO77088,BK-M82S-44,28414,20140227,20140308,20140313,477,3,159
SO77089,BK-R93R-62,17573,20140131,20140210,20140215,10200,3,3400
SO77090,ST-1401,21786,20140226,20140306,20140311,27,3,9
SO77091,CA-1098,20278,20140206,20140214,20140219,22,1,22
SO77092,CA-1098,22946,20140222,20140304,20140309,318,2,159
SO77093,BK-R50B-62,27242,20140228,20140309,20140314,1398,2,699
SO77094,FE-6654,20627,20140205,20140213,20140218,14312,4,3578
SO77095,BK-R50B-62,24860,20140220,20140302,20140307,699,1,699
SO77096,LJ-0192-S,13814,20140221,20140227,20140304,13500,4,3375
SO77097,ST-1401,26636,20140315,20140325,20140330,795,5,159
SO77098,ST-1401,24335,20140317,20140326,20140331,22,1,22
SO77099,BK-R93R-48,17360,20140321,20140330,20140404,18,2,9
SO77100,BK-M82S-44,13828,20140201,20140208,20140213,477,3,159
SO77101,FE-6654,26795,20140217,20140225,20140302,66,3,22
SO77102,FE-6654,12794,20140322,20140327,20140401,17890,5,3578
SO77103,CA-1098,21892,20140220,20140226,20140303,9,1,9
SO77104,FE-6654,13254,20140318,20140325,20140330,688,2,344
SO77105,BK-M82S-44,21558,20140225,20140303,20140308,699,1,699
SO77106,CA-1098,24501,20140316,20140323,20140328,636,4,159
SO77107,SO-B909-M,22765,20140201,20140208,20140213,10125,3,3375
SO77108,CA-1098,21445,20140315,20140324,20140329,17890,5,3578
SO77109,BK-M82B-48,15591,20140316,20140321,20140326,1032,3,344
SO77110,SO-B909-M,20153,20140312,20140321,20140326,3375,1,3375
SO77111,LJ-0192-S,21928,20140325,20140402,20140407,22,1,22
SO77112,FE-6654,19522,20140206,20140214,20140219,66,3,22
SO77113,BK-M82S-44,17586,20140209,20140218,20140223,6800,2,3400
SO77114,ST-1401,16361,20140129,20140206,20140211,3375,1,3375
SO77115,BK-M82B-48,22236,20140315,20140323,20140328,13500,4,3375
SO77116,BK-M82B-48,18523,20140214,20140224,20140301,477,3,159
SO77117,BK-M82B-48,27273,20140325,20140331,20140405,688,2,344
SO77118,BK-R93R-62,18856,20140207,20140212,20140217,1376,4,344
SO77119,CA-1098,14627,20140129,20140207,20140212,699,1,699
